last_obs,v_inf,ip,h,range,n_imp,last_obs_jd,fullname,ps_max,ts_max,diameter,ps_cum,id,des
2012-02-23,14.32,1.456e-08,25.72,2119-2119,1,2455980.5,(2012 DJ14),-8.38,0,0.024,-8.38,bK12D14J,2012 DJ14
2020-03-07,7.08722276590073,4.291752e-05,26.89,2096-2120,7,2458915.5,(2020 ED),-5.74,0,0.014,-5.59,bK20E00D,2020 ED
2018-02-13,10.2270580508744,2.4231194e-05,26.76,2077-2122,40,2458162.5,(2018 BN6),-5.97,0,0.015,-5.68,bK18B06N,2018 BN6
2018-11-19,8.98,1.330e-06,24.82,2103-2103,1,2458441.5,(2018 TB),-6.08,0,0.037,-6.08,bK18T00B,2018 TB
2011-01-04,9.04837667454689,1.269e-07,26.61,2052-2091,2,2455565.5,(2010 YD),-7.91,0,0.016,-7.69,bK10Y00D,2010 YD
2018-11-12,4.07034474454587,1.32881e-06,25.26,2119-2121,2,2458434.5,(2018 MC5),-6.52,0,0.03,-6.50,bK18M05C,2018 MC5
2013-09-07,9.26087733511782,9.78805e-05,28.41,2044-2090,6,2456542.5,(2013 RO30),-5.96,0,0.007,-5.84,bK13R30O,2013 RO30
2013-12-07,16.09,3.597e-09,23.77,2099-2099,1,2456633.5,(2013 VJ13),-7.90,0,0.06,-7.90,bK13V13J,2013 VJ13
2015-03-25,11.6712071558145,1.0570425e-05,26.68,2076-2120,14,2457106.5,(2015 ET),-6.34,0,0.016,-5.88,bK15E00T,2015 ET
2016-02-17,9.07638484055004,3.88774e-08,28.46,2057-2082,3,2457435.5,(2016 DB),-9.29,0,0.0069,-9.16,bK16D00B,2016 DB
2019-12-03,8.10,4.521e-09,28.05,2053-2053,1,2458820.5,(2019 XR),-9.68,0,0.0083,-9.68,bK19X00R,2019 XR
2007-01-19,4.43993321805647,3.98461e-06,27.83,2076-2112,2,2454119.5,(2007 BB),-6.97,0,0.0092,-6.97,bK07B00B,2007 BB
2019-05-10,13.3573347513637,2.4801067e-05,27.05,2079-2122,37,2458613.5,(2019 JR2),-5.94,0,0.013,-5.77,bK19J02R,2019 JR2
2022-01-26,26.08,2.840e-08,29.24,2051-2051,1,2459605.5,(2022 BD1),-8.90,0,0.0048,-8.90,bK22B01D,2022 BD1
2009-07-02,16.94,2.326e-07,24.09,2118-2118,1,2455014.5,(2009 MG1),-6.32,0,0.052,-6.32,bK09M01G,2009 MG1
2018-02-06,14.22,1.080e-07,24.54,2074-2074,1,2458155.5,(2018 BP6),-6.66,0,0.042,-6.66,bK18B06P,2018 BP6
2003-11-01,11.53,2.280e-08,24.29,2101-2101,1,2452944.5,(2003 UX26),-7.49,0,0.047,-7.49,bK03U26X,2003 UX26
2022-05-12,6.44519983568905,6.3993299e-05,27.48,2074-2122,80,2459711.5,(2022 JV1),-6.65,0,0.011,-5.76,bK22J01V,2022 JV1
2011-08-07,10.9880659138476,5.72422448e-05,25.48,2089-2122,94,2455780.5,(2011 OB26),-5.24,0,0.027,-4.74,bK11O26B,2011 OB26
2014-11-06,9.22,7.234e-08,26.85,2078-2078,1,2456967.5,(2014 UA176),-8.14,0,0.014,-8.14,bK14UH6A,2014 UA176
2014-12-19,11.5697024596823,0.000160637289,26.81,2074-2084,12,2457010.5,(2014 WA201),-4.68,0,0.015,-4.68,bK14WK1A,2014 WA201
2011-11-03,13.9628478052961,3.14161878e-05,25.05,2099-2108,24,2455868.5,(2011 UM169),-4.87,0,0.033,-4.65,bK11UG9M,2011 UM169
2013-03-14,12.3694292679057,2.924104e-05,26.96,2038-2087,3,2456365.5,(2013 EV27),-4.85,0,0.014,-4.85,bK13E27V,2013 EV27
2014-05-28,8.9109605773065,1.4723271e-05,29.39,2066-2122,42,2456805.5,(2014 KC45),-7.58,0,0.0045,-7.10,bK14K45C,2014 KC45
2003-12-27,3.15876257240843,2.637124e-05,28.84,2065-2122,34,2453000.5,(2003 YS70),-7.14,0,0.0058,-6.85,bK03Y70S,2003 YS70
2006-02-06,14.7852719252075,4.3344014e-06,25.40,2096-2122,32,2453772.5,(2006 BM8),-6.17,0,0.028,-5.72,bK06B08M,2006 BM8
2009-11-06,8.10387450126792,1.843174e-05,28.60,2026-2043,4,2455141.5,(2009 VA),-4.92,0,0.00644,-4.91,bK09V00A,2009 VA
2007-11-03,5.98699968554901,8.5749452e-05,28.31,2058-2106,80,2454407.5,(2007 UD6),-6.44,0,0.0074,-5.84,bK07U06D,2007 UD6
2008-04-03,1.25199878009655,6.13155085e-05,27.73,2053-2122,160,2454559.5,(2008 EA9),-6.66,0,0.0096,-5.80,bK08E09A,2008 EA9
2007-10-23,11.6794612235127,1.9215575e-05,27.35,2031-2113,12,2454396.5,(2007 UO6),-5.31,0,0.0115,-5.12,bK07U06O,2007 UO6
2007-11-07,15.2519225024889,1.53387068e-05,27.21,2079-2120,22,2454411.5,(2007 US51),-6.42,0,0.012,-6.00,bK07U51S,2007 US51
2022-04-09,5.65531471355936,4.06460609e-05,28.90,2058-2108,49,2459678.5,(2022 GB2),-6.71,0,0.0056,-6.42,bK22G02B,2022 GB2
2015-08-13,8.12,1.302e-08,25.99,2120-2120,1,2457247.5,(2015 ND3),-8.76,0,0.021,-8.76,bK15N03D,2015 ND3
2017-11-18,11.506975199656,1.09313e-07,28.34,2077-2111,2,2458075.5,(2017 VC14),-8.84,0,0.0073,-8.80,bK17V14C,2017 VC14
2018-01-20,7.10920615551488,1.4751e-07,27.70,2109-2115,2,2458138.5,(2018 AT2),-8.56,0,0.00979,-8.52,bK18A02T,2018 AT2
2018-05-16,6.11298335073271,8.4269294e-05,27.02,2060-2122,46,2458254.5,(2018 GE2),-5.77,0,0.013,-5.30,bK18G02E,2018 GE2
2019-10-05,8.51561174137698,0.000568230388,27.58,2082-2123,21,2458761.5,(2019 SJ),-5.07,0,0.01,-4.76,bK19S00J,2019 SJ
2020-02-07,8.66537262290793,3.2628469e-05,26.41,2046-2122,31,2458886.5,(2020 BW5),-5.00,0,0.018,-4.96,bK20B05W,2020 BW5
2019-10-29,19.3173080264704,5.22546e-07,29.70,2093-2122,6,2458785.5,(2019 UN8),-8.92,0,0.0039,-8.53,bK19U08N,2019 UN8
2019-12-20,6.25696373358554,2.7491e-07,31.51,2101-2116,5,2458837.5,(2019 YS),-10.47,0,0.0017,-10.09,bK19Y00S,2019 YS
1995-02-07,25.2247233655038,2.578348e-06,25.47,2042-2063,14,2449755.5,(1995 CS),-5.23,0,0.0275,-5.07,bJ95C00S,1995 CS
2018-09-23,2.84819886207439,8.40255984e-05,28.41,2065-2120,91,2458384.5,(2018 SD2),-6.57,0,0.0071,-6.06,bK18S02D,2018 SD2
2023-06-13,9.5879418246885,4.5827e-08,27.00,2092-2119,5,2460108.5,(2023 KJ4),-8.95,0,0.013,-8.60,bK23K04J,2023 KJ4
2018-12-09,6.8106015150005,8.0264e-08,26.14,2114-2116,2,2458461.5,(2018 WR),-8.07,0,0.02,-8.05,bK18W00R,2018 WR
2019-08-25,6.24,2.462e-07,26.21,2089-2089,1,2458720.5,(2019 QR),-7.47,0,0.019,-7.47,bK19Q00R,2019 QR
2021-02-01,5.89795004841064,2.53843975e-05,26.82,2078-2117,46,2459246.5,(2021 AB4),-6.31,0,0.015,-5.79,bK21A04B,2021 AB4
2003-10-02,15.06,1.112e-08,29.99,2101-2101,1,2452914.5,(2003 SQ222),-10.44,0,0.0034,-10.44,bK03SM2Q,2003 SQ222
2022-05-24,19.757786177876,2.8042e-06,27.36,2065-2067,2,2459723.5,(2022 JR1),-6.41,0,0.011,-6.38,bK22J01R,2022 JR1
2021-03-23,9.38425509492696,6.1679e-08,28.09,2075-2108,3,2459296.5,(2021 FF2),-9.19,0,0.0082,-8.97,bK21F02F,2021 FF2
2021-03-25,19.40,1.045e-07,24.46,2097-2097,1,2459298.5,(2021 FT1),-6.66,0,0.043,-6.66,bK21F01T,2021 FT1
2007-02-19,10.8777071263819,7.59996921e-05,26.88,2056-2102,62,2454150.5,(2007 CC27),-5.62,0,0.014,-5.11,bK07C27C,2007 CC27
2020-11-21,19.849048455713,1.117247e-07,28.65,2044-2078,4,2459174.5,(2020 WA1),-8.67,0,0.0063,-8.34,bK20W01A,2020 WA1
2021-12-21,5.55170156781055,1.09452e-06,27.49,2099-2120,3,2459569.5,(2021 YB),-7.67,0,0.011,-7.62,bK21Y00B,2021 YB
2022-03-10,6.44,2.638e-04,26.94,2080-2080,1,2459648.5,(2022 AT2),-4.71,0,0.014,-4.71,bK22A02T,2022 AT2
2022-01-08,24.9631230027887,1.72523682e-05,25.03,2093-2109,32,2459587.5,(2021 YW),-5.08,0,0.0331,-4.61,bK21Y00W,2021 YW
2022-02-25,14.4696754634175,2.77072e-06,25.94,2072-2075,3,2459635.5,(2022 CS),-5.99,0,0.022,-5.90,bK22C00S,2022 CS
2022-01-09,13.9626729986431,2.948e-07,29.54,2113-2114,2,2459588.5,(2022 AO1),-8.92,0,0.0042,-8.89,bK22A01O,2022 AO1
2021-12-01,6.23712126790483,0.000203459308,26.55,2054-2120,43,2459549.5,(2021 SU1),-4.60,0,0.017,-4.50,bK21S01U,2021 SU1
2022-11-13,11.3154826357186,7.4971948e-05,26.00,2048-2123,72,2459896.5,(2022 UV15),-5.33,0,0.021,-4.84,bK22U15V,2022 UV15
2007-11-08,11.95,1.837e-08,24.82,2099-2099,1,2454412.5,(2007 VC3),-7.82,0,0.037,-7.82,bK07V03C,2007 VC3
2014-04-06,21.229988865029,2.085322e-05,24.59,2061-2065,2,2456753.5,(2014 GN1),-4.08,0,0.041,-4.08,bK14G01N,2014 GN1
2009-04-26,18.29,6.725e-06,26.55,2111-2111,1,2454947.5,(2009 HS44),-5.97,0,0.017,-5.97,bK09H44S,2009 HS44
2012-01-01,18.828778738887,4.4435002e-06,28.98,2034-2105,5,2455927.5,(2011 YC63),-6.34,0,0.0054,-6.33,bK11Y63C,2011 YC63
2011-12-28,11.6503800763872,1.39814e-06,25.60,2113-2113,2,2455923.5,(2011 YQ1),-6.41,0,0.026,-6.40,bK11Y01Q,2011 YQ1
2008-02-03,13.7723369290858,0.0002283769299,27.57,2028-2122,73,2454499.5,(2008 CT1),-5.30,0,0.0101,-4.97,bK08C01T,2008 CT1
2021-01-18,10.30,1.610e-07,28.41,2050-2050,1,2459232.5,(2021 BO2),-8.16,0,0.0071,-8.16,bK21B02O,2021 BO2
2020-06-27,17.0553422021042,0.000101526094,25.26,2083-2107,38,2459027.5,(2020 MJ),-4.36,0,0.03,-4.15,bK20M00J,2020 MJ
2011-03-10,10.3111849253324,3.37228e-05,26.91,2070-2122,6,2455630.5,(2011 EB),-5.53,0,0.014,-5.45,bK11E00B,2011 EB
2013-02-01,10.9513806303787,2.89491515e-05,27.73,2067-2112,61,2456324.5,(2013 BR27),-6.37,0,0.0096,-5.96,bK13B27R,2013 BR27
2013-09-12,7.47052388563664,4.0142158e-06,27.41,2091-2122,34,2456547.5,(2013 QM48),-7.71,0,0.011,-6.92,bK13Q48M,2013 QM48
2013-03-14,2.41909604288636,3.6420157e-06,28.19,2058-2120,19,2456365.5,(2013 CY),-8.06,0,0.0078,-7.36,bK13C00Y,2013 CY
2022-07-29,4.90252846361518,4.38191e-06,26.65,2088-2121,7,2459789.5,(2022 NX),-6.94,0,0.016,-6.60,bK22N00X,2022 NX
2017-09-15,13.79,1.740e-09,29.84,2081-2081,1,2458011.5,(2017 RW17),-11.08,0,0.0036,-11.08,bK17R17W,2017 RW17
2016-06-09,15.5503670147266,9.6204314e-05,29.51,2033-2119,36,2457548.5,(2016 LP10),-6.43,0,0.00423,-6.02,bK16L10P,2016 LP10
2020-05-05,18.6415437891517,8.8886102e-06,24.06,2063-2122,50,2458974.5,(2020 JK),-5.46,0,0.0523,-4.60,bK20J00K,2020 JK
2020-06-03,7.88058449696296,4.2869239e-05,26.32,2063-2121,24,2459003.5,(2020 KN2),-5.04,0,0.018,-5.02,bK20K02N,2020 KN2
2021-04-22,10.27,4.803e-06,28.09,2101-2101,1,2459326.5,(2021 HY9),-7.03,0,0.0082,-7.03,bK21H09Y,2021 HY9
2021-05-13,8.58465315534833,2.4346995e-06,28.78,2103-2122,12,2459347.5,(2021 JB6),-8.31,0,0.0059,-7.78,bK21J06B,2021 JB6
2019-10-07,9.78847440998528,1.8347e-06,29.18,2042-2060,2,2458763.5,(2019 TD),-7.76,0,0.0049,-7.57,bK19T00D,2019 TD
2016-05-05,16.71,4.525e-08,30.62,2121-2121,1,2457513.5,(2016 JS5),-10.18,0,0.0025,-10.18,bK16J05S,2016 JS5
2008-03-12,12.92,7.219e-07,25.35,2041-2041,1,2454537.5,(2008 EV84),-5.76,0,0.029,-5.76,bK08E84V,2008 EV84
2017-09-20,8.13510736882366,5.4256299e-05,29.06,2060-2121,63,2458016.5,(2017 RN16),-6.67,0,0.0052,-6.51,bK17R16N,2017 RN16
2020-04-04,28.2411813390949,8.7477e-08,26.03,2040-2040,2,2458943.5,(2020 GZ1),-6.60,0,0.021,-6.57,bK20G01Z,2020 GZ1
2010-02-20,6.81944644134779,5.397802e-05,28.00,2104-2116,8,2455247.5,(2010 CS19),-6.10,0,0.0085,-6.06,bK10C19S,2010 CS19
2017-10-15,10.7398283422323,7.636124e-06,27.22,2083-2117,16,2458041.5,(2017 TA5),-6.88,0,0.012,-6.39,bK17T05A,2017 TA5
2022-03-31,27.78,1.273e-08,22.27,2113-2113,1,2459669.5,(2022 EE3),-6.40,0,0.12,-6.40,bK22E03E,2022 EE3
2022-04-03,8.25505909911603,2.97974e-06,28.83,2047-2054,4,2459672.5,(2022 FZ3),-7.22,0,0.0058,-7.12,bK22F03Z,2022 FZ3
2020-02-25,22.86,7.255e-08,26.78,2083-2083,1,2458904.5,(2020 DO2),-7.74,0,0.015,-7.74,bK20D02O,2020 DO2
2020-03-05,13.887182501076,3.317964e-07,26.83,2107-2117,4,2458913.5,(2020 DN3),-7.85,0,0.015,-7.53,bK20D03N,2020 DN3
2007-03-13,8.33,3.846e-08,29.26,2093-2093,1,2454172.5,(2007 EK),-9.70,0,0.0048,-9.70,bK07E00K,2007 EK
2008-11-03,10.28,3.610e-05,30.16,2031-2031,1,2454773.5,(2008 VM),-6.05,0,0.0032,-6.05,bK08V00M,2008 VM
2004-03-31,14.8161227330038,2.29213e-08,24.55,2110-2119,3,2453095.5,(2004 FM4),-7.84,0,0.042,-7.60,bK04F04M,2004 FM4
2005-10-05,4.81158767702191,2.743022e-05,27.23,2082-2121,80,2453648.5,(2005 TA),-6.68,0,0.012,-6.08,bK05T00A,2005 TA
2018-01-28,6.92121612641217,6.7715e-07,28.75,2099-2115,2,2458146.5,(2018 BP3),-8.43,0,0.006,-8.36,bK18B03P,2018 BP3
2018-03-13,12.5815005174964,4.96608258e-05,27.12,2081-2121,13,2458190.5,(2018 EV3),-5.64,0,0.013,-5.58,bK18E03V,2018 EV3
2019-08-25,7.20835709693495,2.102936e-06,25.59,2101-2119,5,2458720.5,(2019 PG),-6.53,0,0.026,-6.34,bK19P00G,2019 PG
2015-01-29,7.49,8.364e-09,26.76,2088-2088,1,2457051.5,(2015 BP513),-9.16,0,0.015,-9.16,bK15Bp3P,2015 BP513
2015-01-28,11.4862687408607,6.26790848e-05,27.66,2052-2114,6,2457050.5,(2015 BW516),-5.62,0,0.0099,-5.32,bK15Bp6W,2015 BW516
2018-12-25,4.41,1.21796e-06,29.68,2088-2118,3,2458477.5,(2018 XX3),-8.63,0,0.0039,-8.52,bK18X03X,2018 XX3
2020-12-08,5.83202609502159,1.290591e-05,30.58,2070-2121,41,2459191.5,(2020 XK1),-8.50,0,0.0026,-7.89,bK20X01K,2020 XK1
2019-07-07,11.3649753662303,5.036176e-06,26.43,2079-2121,13,2458671.5,(2019 MT2),-6.63,0,0.0176,-6.21,bK19M02T,2019 MT2
2012-06-10,18.6811196470078,2.5383e-06,25.61,2069-2072,2,2456088.5,(2012 LJ),-5.67,0,0.026,-5.67,bK12L00J,2012 LJ
2012-09-24,10.8557467177773,1.54697e-06,27.22,2100-2119,4,2456194.5,(2012 SU9),-7.37,0,0.012,-7.13,bK12S09U,2012 SU9
2017-05-21,8.71,1.611e-07,25.65,2084-2084,1,2457894.5,(2017 JG3),-7.27,0,0.025,-7.27,bK17J03G,2017 JG3
2010-12-10,8.64,8.106e-08,27.18,2100-2100,1,2455540.5,(2010 XX),-8.42,0,0.012,-8.42,bK10X00X,2010 XX
2007-03-21,9.65003545284775,2.1284891e-06,28.42,2059-2122,27,2454180.5,(2007 FP3),-7.97,0,0.007,-7.50,bK07F03P,2007 FP3
2011-02-07,11.3161338927491,3.318462e-06,26.14,2089-2122,20,2455599.5,(2011 BU59),-6.61,0,0.02,-6.27,bK11B59U,2011 BU59
2011-03-06,6.83,7.858e-08,25.58,2051-2051,1,2455626.5,(2011 EC),-7.26,0,0.026,-7.26,bK11E00C,2011 EC
2016-03-16,6.98175899612882,0.00059737306,29.12,2035-2065,35,2457463.5,(2016 EO28),-4.65,0,0.0051,-4.63,bK16E28O,2016 EO28
2011-01-11,12.5005208491117,9.2426e-07,28.64,2034-2095,4,2455572.5,(2011 AZ22),-7.27,0,0.00635,-7.22,bK11A22Z,2011 AZ22
2015-12-19,16.34731253167,0.0016384715592,28.28,2042-2122,119,2457375.5,(2015 YJ),-4.28,0,0.0075,-4.05,bK15Y00J,2015 YJ
2016-02-07,21.02,3.627e-08,25.14,2072-2072,1,2457425.5,(2016 BQ15),-7.21,0,0.032,-7.21,bK16B15Q,2016 BQ15
2016-04-05,15.2045797024605,1.041072e-07,27.35,2072-2094,5,2457483.5,(2016 FA14),-8.21,0,0.011,-8.01,bK16F14A,2016 FA14
2019-10-29,14.4239494833525,5.226e-08,28.40,2056-2056,2,2458785.5,(2019 UT5),-8.85,0,0.0071,-8.63,bK19U05T,2019 UT5
2020-09-20,21.90,6.348e-09,26.69,2102-2102,1,2459112.5,(2020 SC),-8.91,0,0.016,-8.91,bK20S00C,2020 SC
2024-04-18,7.29993479746548,0.0001966568032,29.36,2068-2107,79,2460418.5,(2024 HQ),-6.22,0,0.0045,-6.02,bK24H00Q,2024 HQ
2024-09-13,10.9745468814151,9.35296e-07,24.57,2102-2116,3,2460566.5,(2024 RG7),-6.30,0,0.041,-6.04,bK24R07G,2024 RG7
2022-10-23,0.41075813505309,0.0009742776,28.56,2080-2124,101,2459875.5,(2022 RD2),-5.81,0,0.0066,-5.20,bK22R02D,2022 RD2
2024-09-07,13.9297862530739,0.000127986823,27.68,2083-2122,14,2460560.5,(2024 RB3),-5.39,0,0.0099,-5.38,bK24R03B,2024 RB3
2024-10-24,13.4124455688054,1.192974e-06,27.12,2086-2114,16,2460607.5,(2024 UG21),-7.81,0,0.013,-7.06,bK24U21G,2024 UG21
2025-03-23,8.37012804363956,0.00243006682,29.65,2080-2090,14,2460757.5,(2025 FK14),-5.00,0,0.004,-4.99,bK25F14K,2025 FK14
2020-01-14,6.24867008018259,4.66186e-06,28.42,2096-2121,14,2458862.5,(2020 AC1),-8.03,0,0.007,-7.40,bK20A01C,2020 AC1
2013-12-14,7.50346106099291,8.8125e-06,29.38,2079-2111,12,2456640.5,(2013 XS21),-7.67,0,0.0045,-7.41,bK13X21S,2013 XS21
2014-10-29,2.84821845022983,1.95358e-06,26.21,2078-2120,7,2456959.5,(2014 QN266),-6.77,0,0.019,-6.63,bK14QQ6N,2014 QN266
2015-01-28,9.86044586578166,5.141637e-05,28.67,2057-2111,9,2457050.5,(2015 BE511),-6.23,0,0.00628,-6.09,bK15Bp1E,2015 BE511
2015-04-26,13.5788495384777,1.291812e-07,28.20,2086-2114,3,2457138.5,(2015 HE183),-8.49,0,0.0078,-8.48,bK15HI3E,2015 HE183
2008-10-30,8.38,1.308e-06,27.30,2078-2078,1,2454769.5,(2008 UA92),-7.13,0,0.012,-7.13,bK08U92A,2008 UA92
2006-11-01,3.73203516678266,4.5181614e-06,27.29,2061-2120,23,2454040.5,(2006 UQ216),-7.16,0,0.012,-6.83,bK06UL6Q,2006 UQ216
2008-03-15,7.91442385443404,0.0001932788727,26.16,2072-2122,16,2454540.5,(2008 EZ84),-4.67,0,0.02,-4.37,bK08E84Z,2008 EZ84
2010-06-18,8.06986708546205,0.00010780762,26.29,2071-2102,5,2455365.5,(2010 JH110),-4.97,0,0.019,-4.83,bK10JB0H,2010 JH110
2008-05-08,14.0526685292643,5.5836e-08,26.10,2029-2086,3,2454594.5,(2008 HC38),-6.66,0,0.02,-6.65,bK08H38C,2008 HC38
2009-11-27,16.8860227033845,2.3785e-07,24.03,2094-2106,2,2455162.5,(2009 WQ25),-6.25,0,0.053,-6.16,bK09W25Q,2009 WQ25
2020-01-31,8.82074171607008,0.000245646181,29.68,2092-2121,16,2458879.5,(2020 BB5),-6.18,0,0.0039,-6.16,bK20B05B,2020 BB5
2019-05-10,18.228488273126,3.986527e-05,27.25,2044-2052,3,2458613.5,(2019 JO1),-5.03,0,0.012,-5.00,bK19J01O,2019 JO1
2019-05-10,9.92967569897107,5.5689e-06,24.17,2095-2118,3,2458613.5,(2019 FE),-5.16,0,0.05,-5.12,bK19F00E,2019 FE
2007-03-18,10.9533543772711,8.682944e-06,26.43,2073-2111,22,2454177.5,(2007 EO88),-6.46,0,0.018,-5.93,bK07E88O,2007 EO88
2021-01-13,1.5672916701625,0.00039570904,28.79,2089-2122,27,2459227.5,(2007 UN12),-6.16,0,0.0059,-5.68,bK07U12N,2007 UN12
2007-05-25,13.7771406826442,1.8735353e-06,23.26,2030-2113,35,2454245.5,(2007 KO4),-4.91,0,0.0756,-4.40,bK07K04O,2007 KO4
2022-04-10,15.7386743895179,1.647837e-06,26.66,2076-2122,9,2459679.5,(2022 GF17),-7.01,0,0.016,-6.72,bK22G17F,2022 GF17
2022-05-04,8.40051619706055,7.073907e-06,25.59,2109-2116,4,2459703.5,(2022 GU3),-5.77,0,0.026,-5.76,bK22G03U,2022 GU3
2006-09-03,10.55,1.931e-06,23.77,2079-2079,1,2453981.5,(2006 QN111),-5.20,0,0.06,-5.20,bK06QB1N,2006 QN111
2007-02-25,12.3858960955086,2.10201154e-05,25.85,2048-2118,26,2454156.5,(2007 DS7),-5.35,0,0.023,-5.14,bK07D07S,2007 DS7
2006-01-24,9.8268714050945,9.736e-07,29.31,2060-2067,2,2453759.5,(2006 BO7),-8.23,0,0.0047,-8.04,bK06B07O,2006 BO7
2017-08-30,17.6161809309834,1.388231e-05,27.74,2084-2103,9,2457995.5,(2017 QM33),-6.12,0,0.0096,-6.08,bK17Q33M,2017 QM33
2025-03-23,9.53,8.020e-07,21.52,2111-2111,1,2460757.5,(2024 QP2),-4.74,0,0.17,-4.74,bK24Q02P,2024 QP2
2024-10-11,2.53989252254648,7.48343e-08,26.91,2102-2121,3,2460594.5,(2024 RZ3),-8.68,0,0.014,-8.49,bK24R03Z,2024 RZ3
2018-04-20,19.99,5.235e-07,25.78,2119-2119,1,2458228.5,(2018 GS3),-6.70,0,0.024,-6.70,bK18G03S,2018 GS3
2011-02-03,18.50,1.243e-06,24.84,2083-2083,1,2455595.5,(2011 BF40),-5.70,0,0.037,-5.70,bK11B40F,2011 BF40
2011-02-04,3.45759326497937,1.7299071e-06,25.45,2031-2119,29,2455596.5,(2011 BP40),-6.16,0,0.0276,-5.76,bK11B40P,2011 BP40
2016-10-01,2.70,3.712e-07,28.50,2119-2119,1,2457662.5,(2016 SX1),-8.63,0,0.0067,-8.63,bK16S01X,2016 SX1
2015-04-22,21.27,6.568e-09,22.77,2077-2077,1,2457134.5,(2015 HL182),-6.86,0,0.094,-6.86,bK15HI2L,2015 HL182
2015-10-07,36.46,1.171e-08,22.55,2099-2099,1,2457302.5,(2015 RD36),-6.34,0,0.1,-6.34,bK15R36D,2015 RD36
2016-01-07,6.81214121873578,8.72363e-06,28.36,2095-2122,15,2457394.5,(2015 YM1),-7.18,0,0.0072,-7.01,bK15Y01M,2015 YM1
2014-11-27,12.07,5.454e-08,27.29,2078-2078,1,2456988.5,(2014 WR362),-8.38,0,0.012,-8.38,bK14Wa2R,2014 WR362
2015-03-26,18.3047572357877,1.0607e-08,24.86,2078-2113,2,2457107.5,(2015 FH37),-8.02,0,0.036,-7.92,bK15F37H,2015 FH37
2015-06-24,21.0674921619725,4.23257e-07,24.51,2081-2105,3,2457197.5,(2015 MN11),-5.94,0,0.042,-5.93,bK15M11N,2015 MN11
2019-01-11,9.90586959623342,1.4018e-06,26.23,2119-2119,2,2458494.5,(2018 XF2),-7.02,0,0.019,-6.78,bK18X02F,2018 XF2
2005-11-27,8.13627168336184,4.093e-09,27.15,2060-2107,2,2453701.5,(2005 WY),-9.46,0,0.013,-9.42,bK05W00Y,2005 WY
2019-02-05,3.8948827113721,3.80088e-06,28.12,2067-2120,7,2458519.5,(2019 BX1),-7.58,0,0.0081,-7.23,bK19B01X,2019 BX1
2017-04-01,2.43,4.766e-06,28.59,2118-2118,1,2457844.5,(2017 FL64),-7.56,0,0.0065,-7.56,bK17F64L,2017 FL64
2009-02-05,17.8765610786866,9.87423e-07,24.42,2058-2111,3,2454867.5,(2009 CZ1),-5.67,0,0.044,-5.44,bK09C01Z,2009 CZ1
1993-04-27,9.73497672753312,5.586e-08,26.96,2065-2112,2,2449104.5,(1993 HP1),-8.60,0,0.014,-8.40,bJ93H01P,1993 HP1
2012-01-25,8.96469816874997,4.83525016e-05,27.69,2069-2121,34,2455951.5,(2012 BU1),-6.36,0,0.0098,-5.88,bK12B01U,2012 BU1
2012-02-11,21.4870161563275,1.2016159e-06,25.71,2096-2115,16,2455968.5,(2012 CL17),-6.68,0,0.0242,-6.20,bK12C17L,2012 CL17
2018-02-16,14.4149378238342,7.72e-09,26.40,2072-2073,2,2458165.5,(2018 CK),-8.74,0,0.018,-8.68,bK18C00K,2018 CK
2018-08-10,5.85063143220606,0.0006577992,27.82,2083-2122,29,2458340.5,(2018 NJ),-4.80,0,0.0093,-4.79,bK18N00J,2018 NJ
2020-03-05,4.90024764146468,0.00464635719,28.81,2070-2122,50,2458913.5,(2020 CQ1),-4.33,0,0.0059,-4.32,bK20C01Q,2020 CQ1
2016-03-18,15.1851976328885,2.67668e-06,29.12,2082-2088,4,2457465.5,(2016 FC1),-7.65,0,0.0051,-7.52,bK16F01C,2016 FC1
2022-04-30,15.4799362046655,2.367101e-06,25.45,2065-2072,3,2459699.5,(2022 HO2),-5.63,0,0.028,-5.63,bK22H02O,2022 HO2
2008-04-14,4.61630448211108,4.1370483e-05,28.36,2071-2122,61,2454570.5,(2008 GM2),-7.36,0,0.0072,-6.42,bK08G02M,2008 GM2
2008-05-16,2.72814120568487,8.2957e-07,29.57,2091-2111,6,2454602.5,(2008 JL24),-9.04,0,0.0041,-8.69,bK08J24L,2008 JL24
2008-04-06,19.67,1.150e-08,23.04,2055-2055,1,2454562.5,(2008 GV),-6.54,0,0.084,-6.54,bK08G00V,2008 GV
2016-03-16,14.6575649495093,1.847666e-06,27.82,2086-2122,6,2457463.5,(2016 EG28),-7.42,0,0.00928,-7.17,bK16E28G,2016 EG28
2016-03-03,19.9205545449846,4.06261e-07,27.84,2044-2119,10,2457450.5,(2016 EL1),-8.20,0,0.00914,-7.63,bK16E01L,2016 EL1
2016-11-08,5.45382338055784,0.001360384231,28.56,2065-2121,180,2457700.5,(2016 VB1),-5.45,0,0.0066,-4.90,bK16V01B,2016 VB1
2016-12-24,7.67416138112216,2.6645e-07,27.90,2084-2116,6,2457746.5,(2016 WQ1),-8.60,0,0.0089,-8.25,bK16W01Q,2016 WQ1
2016-11-24,10.0183798184997,2.4022e-08,29.03,2107-2107,2,2457716.5,(2016 WW2),-9.91,0,0.0053,-9.83,bK16W02W,2016 WW2
